"filename", "language", "JSON", "XML", "Swift", "C++", "Dart", "YAML", "Markdown", "HTML", "JavaScript", "Properties", "Groovy", "comment", "blank", "total"
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/login/components/utilities.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/login/login_screen.dart", "Dart", 0, 0, 0, 0, 417, 0, 0, 0, 0, 0, 0, 0, 15, 432
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/main/components/body.dart", "Dart", 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 2, 10, 175
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/main/components/category.dart", "Dart", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 3, 4, 94
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/main/components/product_list.dart", "Dart", 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 8, 5, 120
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/main/components/utilities.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 4, 20
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/main/main_screen.dart", "Dart", 0, 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 4, 141
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_details/components/body.dart", "Dart", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 2, 4, 110
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_details/components/chat_and_add_to_cart.dart", "Dart", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 5, 55
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_details/components/color_dots.dart", "Dart", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 3, 38
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_details/components/list_of_colors.dart", "Dart", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_details/components/product_image.dart", "Dart", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 5, 43
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_details/details_screen.dart", "Dart", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 5, 71
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_post/components/body.dart", "Dart", 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 2, 9, 162
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_post/components/myProductCard.dart", "Dart", 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 8, 4, 117
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_post/components/utilities.dart", "Dart", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 4, 20
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/own_post/own_posts.dart", "Dart", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 6, 77
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/profile/profile.dart", "Dart", 0, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 8, 263
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/profile_setting/commponent/body.dart", "Dart", 0, 0, 0, 0, 280, 0, 0, 0, 0, 0, 0, 0, 14, 294
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/profile_setting/profileSetting.dart", "Dart", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 3, 42
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/search/search_box.dart", "Dart", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 6, 91
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/setting/setting_screen.dart", "Dart", 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 5, 140
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/signUp/signUp.dart", "Dart", 0, 0, 0, 0, 407, 0, 0, 0, 0, 0, 0, 0, 14, 421
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/splash/splash_screen.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/screen/terms_and_rule/terms.dart", "Dart", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 4, 69
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/theme/style.dart", "Dart", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 3, 84
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/lib/theme/theme_controller.dart", "Dart", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 71, 16, 151
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/serverSide/chat_active.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/serverSide/package-lock.json", "JSON", 948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 949
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/serverSide/package.json", "JSON", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/serverSide/server.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 10, 6, 70
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/assets/file/post.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/assets/files/post.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/crud_tests/file_manager_test.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 3, 21
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/crud_tests/firestore_crud_test.dart", "Dart", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 5, 17, 70
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/crud_tests/post_crud_test.dart", "Dart", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 3, 3, 70
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/crud_tests/search_manager_test.dart", "Dart", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 6, 3, 100
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/crud_tests/userVote_test.dart", "Dart", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 2, 6, 44
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/firebase_mock/dependency_injection_mock.dart", "Dart", 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 5, 3, 97
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/firebase_mock/firebase_manager_mock.dart", "Dart", 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 15, 129
"/home/mathnoob/Documents/GameExchange/App and Server/GameExchange/test/widget_test.dart", "Dart", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 1, 8
"Total", "-", 4221, 321, 12, 1, 8172, 94, 13, 3, 69, 9, 97, 263, 816, 14091
